user_id,first_visit_date,age,platform,screen_list,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,made_purchase,purchase_date,user_segment,region,acquisition_channel,app_version
100047,2023-05-19,43,iOS,"StoreLocator,PaymentMethods,Reviews,StoreLocator,CategoryBrowse,PaymentMethods,Checkout,WishList,SizeGuide,AddressBook,CustomerService",2,25,0,0,1,1,2023-05-19 16:00:00,Adult Buyer,Asia Pacific,Organic Search,2.4.3
100048,2023-05-21,27,iOS,"ColorPicker,Reviews,ProductList,ShoppingCart,SizeGuide,DeliveryOptions,ProductList",1,39,1,0,1,1,2023-05-21 23:00:00,Adult Buyer,Europe,Organic Search,1.0.5
100049,2023-10-15,32,iOS,"Search,AddressBook,ProductDetail,CategoryBrowse,ColorPicker,Search",1,7,1,0,1,1,2023-10-15 21:00:00,Adult Buyer,North America,Organic Search,1.4.9
100050,2023-09-03,46,iOS,"CategoryBrowse,WishList,OrderTracking,Search,Reviews,SizeGuide,PaymentMethods,Checkout,ProductDetail,Account,AddressBook,SizeGuide,SizeGuide,ProductList",4,12,1,0,0,0,,Senior Browser,Europe,Social Media,2.2.5
100051,2023-01-12,69,Android,"AddressBook,Notifications,Reviews,ColorPicker,ProductList,DeliveryOptions,Account",3,20,1,0,1,0,,Senior Browser,Latin America,Social Media,2.2.4
100052,2023-09-30,66,Android,"ReturnPolicy,CustomerService,ProductList,Reviews,ProductList,PaymentMethods,StoreLocator,Checkout,Account,SizeGuide,Promotions",4,30,1,0,1,1,2023-09-30 05:00:00,Senior Buyer,Latin America,Social Media,1.3.5
100053,2023-02-01,24,iOS,"Search,Account,SizeGuide,ColorPicker,SizeGuide,Checkout",3,7,1,0,0,1,2023-02-01 05:00:00,Young Buyer,Europe,Paid Search,2.0.7
100054,2023-05-09,62,Android,"CategoryBrowse,Reviews,Search,ReturnPolicy,CustomerService,ProductList,Promotions,Notifications",8,7,1,0,0,1,2023-05-09 08:00:00,Senior Power User,North America,Social Media,1.2.1
100055,2023-10-19,44,Android,"Checkout,Checkout,ProductList,ReturnPolicy,Account,Notifications,SizeGuide,SizeGuide,Notifications,Search,ReturnPolicy,ShoppingCart",4,11,1,0,1,0,,Adult Browser,North America,Social Media,1.3.1
100056,2023-12-17,26,iOS,"ShoppingCart,ProductDetail,Checkout,OrderTracking",3,40,1,1,1,1,2023-12-17 11:00:00,Adult Buyer,North America,Social Media,2.0.0
100057,2023-12-08,39,Android,"ProductDetail,Promotions,StoreLocator",2,9,1,1,0,0,,Adult Browser,Middle East,Organic Search,2.2.6
100058,2023-04-22,19,iOS,"ShoppingCart,Notifications,Account,Notifications,Checkout",4,8,1,0,0,0,,Young Browser,Asia Pacific,Organic Search,1.2.6
100059,2023-02-16,30,Android,"Notifications,Checkout,CategoryBrowse",8,15,1,0,0,0,,Adult Browser,Europe,Referral,1.4.3
100060,2023-08-07,39,Android,"CategoryBrowse,Search,ReturnPolicy,ProductDetail",2,10,0,0,0,0,,Adult Browser,North America,Organic Search,2.3.6
100061,2023-09-21,38,iOS,"ProductList,AddressBook,WishList,ProductList,SizeGuide,ReturnPolicy,AddressBook,ReturnPolicy",4,32,1,0,0,0,,Adult Browser,Latin America,Organic Search,2.3.9
100062,2023-09-17,40,iOS,"StoreLocator,StoreLocator,StoreLocator,Checkout,Account,Promotions,ProductList,ProductDetail",4,44,0,1,0,0,,Adult Browser,North America,Paid Search,2.3.8
100063,2023-08-25,34,Android,"StoreLocator,ProductList,AddressBook,CustomerService,ProductList,StoreLocator",4,38,1,0,1,1,2023-08-25 03:00:00,Adult Buyer,North America,Social Media,2.2.0
100064,2023-06-18,47,Android,"WishList,Promotions,Notifications,Promotions,Checkout,StoreLocator,StoreLocator,ShoppingCart,Checkout,Search,WishList,StoreLocator,ProductDetail",9,47,1,1,1,1,2023-06-18 23:00:00,Senior Power User,North America,Social Media,2.4.5
100065,2023-07-10,67,iOS,"Checkout,Promotions,Notifications,ReturnPolicy,DeliveryOptions",2,7,0,1,0,0,,Senior Browser,Asia Pacific,Social Media,2.3.3
100066,2023-02-04,58,Android,"Checkout,Reviews,CustomerService,PaymentMethods,ProductList,ReturnPolicy,Account",5,37,0,1,0,0,,Senior Browser,Asia Pacific,Paid Search,2.1.2
100067,2023-11-14,52,iOS,"Search,ProductList,DeliveryOptions,CategoryBrowse,Search,Account,ReturnPolicy,DeliveryOptions,CategoryBrowse,CategoryBrowse,ColorPicker,Checkout,AddressBook,Checkout",3,8,0,0,0,0,,Senior Browser,North America,Paid Search,2.0.3
100068,2023-06-21,53,Android,"SizeGuide,StoreLocator,PaymentMethods,Checkout,Search,CategoryBrowse,WishList",3,16,1,1,0,1,2023-06-23 00:00:00,Senior Buyer,North America,Paid Search,2.0.8
100069,2023-05-13,34,iOS,"CustomerService,CustomerService,ReturnPolicy,CustomerService,Checkout,ShoppingCart,Account,OrderTracking,SizeGuide,ShoppingCart",4,20,1,1,0,1,2023-05-13 01:00:00,Adult Buyer,Asia Pacific,Email,2.2.4
100070,2023-03-03,64,Android,"ReturnPolicy,ShoppingCart,CustomerService,Search,PaymentMethods,CustomerService,AddressBook,Search,ColorPicker,CustomerService,ShoppingCart,ProductDetail,StoreLocator",2,16,1,1,0,1,2023-03-10 00:00:00,Senior Buyer,North America,Paid Search,2.4.1
100071,2023-05-12,34,Android,"CustomerService,Notifications,ColorPicker,CategoryBrowse,PaymentMethods,Account,StoreLocator,OrderTracking,ProductList,Account",4,13,1,0,1,1,2023-05-12 12:00:00,Adult Buyer,Europe,Referral,1.4.8
100072,2023-04-29,67,Android,"Checkout,ProductList,SizeGuide,Search,SizeGuide,OrderTracking,Promotions,Reviews,CategoryBrowse",1,32,1,0,1,1,2023-04-29 22:00:00,Senior Buyer,Asia Pacific,Paid Search,2.0.1
100073,2023-09-12,43,iOS,"ShoppingCart,Account,PaymentMethods",8,20,1,0,0,1,2023-09-12 16:00:00,Adult Power User,Europe,Organic Search,2.4.1
100074,2023-08-04,18,iOS,"Notifications,CategoryBrowse,ColorPicker,OrderTracking,DeliveryOptions,ProductDetail,ColorPicker",5,12,1,0,1,1,2023-08-04 20:00:00,Young Buyer,Europe,Social Media,1.1.3
100075,2023-03-22,28,iOS,"ReturnPolicy,Notifications,Reviews,StoreLocator,OrderTracking,DeliveryOptions,ProductList,SizeGuide",2,15,1,1,1,0,,Adult Browser,Asia Pacific,Email,2.4.0
100076,2023-07-17,58,Android,"AddressBook,SizeGuide,Account,ProductList",9,42,1,0,0,1,2023-07-23 00:00:00,Senior Power User,North America,Organic Search,2.0.5
100077,2023-08-15,18,Android,"Promotions,StoreLocator,ProductDetail,SizeGuide,ReturnPolicy,Search,ProductList,StoreLocator,ShoppingCart",4,35,0,0,1,1,2023-08-15 11:00:00,Young Buyer,Latin America,Email,2.3.8
100078,2023-01-10,50,Android,"Checkout,Account,ProductDetail,ProductDetail,ShoppingCart",3,42,0,0,1,1,2023-01-10 16:00:00,Senior Buyer,Asia Pacific,Organic Search,2.1.6
100079,2023-11-26,21,Android,"DeliveryOptions,OrderTracking,OrderTracking,Notifications,Promotions,AddressBook,Search,ColorPicker,ProductList,ProductDetail,Notifications",7,7,1,0,1,1,2023-11-26 05:00:00,Young Buyer,Europe,Organic Search,2.3.3
100080,2023-07-31,27,Android,"Account,SizeGuide,OrderTracking,ProductList,DeliveryOptions,SizeGuide",7,19,1,1,1,1,2023-08-06 00:00:00,Adult Buyer,North America,Organic Search,2.3.7
100081,2023-11-21,25,iOS,"PaymentMethods,CustomerService,AddressBook,Notifications,Notifications,Checkout,CustomerService,CategoryBrowse",3,47,1,1,0,0,,Adult Browser,North America,Referral,1.4.6
100082,2023-05-06,59,iOS,"ProductList,ProductList,OrderTracking,Notifications,ProductDetail,Notifications,Account",1,14,0,0,0,0,,Senior Browser,North America,Referral,1.3.5
100083,2023-04-23,60,iOS,"DeliveryOptions,CategoryBrowse,ShoppingCart,Checkout",3,45,1,1,1,0,,Senior Browser,North America,Email,2.0.6
100084,2023-01-25,68,iOS,"AddressBook,Account,Checkout,CustomerService,Reviews,Reviews,ShoppingCart,PaymentMethods,Reviews,Promotions,CategoryBrowse,WishList,Account,PaymentMethods",5,30,1,1,1,1,2023-01-29 00:00:00,Senior Buyer,Europe,Paid Search,2.4.8
100085,2023-08-22,21,Android,"Account,Reviews,WishList,ProductList,Account,Promotions,Search,ProductList,ReturnPolicy,ReturnPolicy,ReturnPolicy,OrderTracking,Account",7,29,1,0,0,1,2023-08-29 00:00:00,Young Buyer,North America,Email,2.1.5
100086,2023-04-08,34,iOS,"SizeGuide,Promotions,Account,StoreLocator,Promotions,ProductDetail,Promotions,ReturnPolicy,ShoppingCart,Account,CategoryBrowse,ReturnPolicy,CustomerService,PaymentMethods",8,5,1,0,1,1,2023-04-10 00:00:00,Adult Power User,Europe,Email,2.2.1
100087,2023-12-03,50,iOS,"DeliveryOptions,WishList,Account,Checkout,ProductDetail,Reviews,ReturnPolicy,Promotions,ColorPicker,ProductList",7,47,1,0,1,1,2023-12-04 00:00:00,Senior Buyer,Asia Pacific,Paid Search,1.4.5
100088,2023-02-26,34,iOS,"Promotions,WishList,Notifications,SizeGuide,ProductDetail,ColorPicker,ProductList,Reviews,CustomerService,ColorPicker,PaymentMethods",1,26,1,0,1,1,2023-02-26 13:00:00,Adult Buyer,Latin America,Email,2.4.9
100089,2023-10-19,59,iOS,"SizeGuide,ReturnPolicy,CustomerService,Account,ProductList,OrderTracking,OrderTracking",2,11,1,0,0,0,,Senior Browser,Asia Pacific,Organic Search,2.2.1
100090,2023-09-05,29,iOS,"CategoryBrowse,Search,PaymentMethods,CategoryBrowse,Search,DeliveryOptions,Reviews,Account",5,35,1,0,0,0,,Adult Browser,Latin America,Organic Search,2.1.1
100091,2023-12-02,62,iOS,"Promotions,StoreLocator,Account,PaymentMethods,WishList,WishList,ShoppingCart,WishList,ProductDetail,Search,CustomerService,OrderTracking",8,40,0,0,1,0,,Senior Browser,Asia Pacific,Social Media,2.1.0
100092,2023-05-17,48,iOS,"AddressBook,ProductDetail,ReturnPolicy,AddressBook,Checkout,ColorPicker,SizeGuide,StoreLocator",6,31,0,0,0,1,2023-05-17 02:00:00,Senior Buyer,Asia Pacific,Email,2.1.1
100093,2023-08-06,45,iOS,"ProductDetail,Reviews,ColorPicker,Account,DeliveryOptions,Account",6,43,1,0,1,1,2023-08-06 15:00:00,Senior Buyer,Asia Pacific,Email,2.1.9
100094,2023-01-25,58,Android,"PaymentMethods,PaymentMethods,Notifications,CustomerService,ShoppingCart,CustomerService,CategoryBrowse,ShoppingCart,Account,OrderTracking,OrderTracking,Reviews,StoreLocator,ColorPicker",6,19,1,0,0,0,,Senior Browser,North America,Email,1.3.8
100095,2023-09-30,69,iOS,"WishList,SizeGuide,WishList,AddressBook",7,9,1,0,1,1,2023-09-30 06:00:00,Senior Buyer,Latin America,Referral,1.1.8
100096,2023-03-15,22,iOS,"Reviews,PaymentMethods,ProductDetail,CategoryBrowse,ShoppingCart",2,6,1,0,0,1,2023-03-15 07:00:00,Young Buyer,North America,Social Media,2.4.9
100097,2023-02-01,39,iOS,"Account,Account,ReturnPolicy,DeliveryOptions,Account,PaymentMethods,DeliveryOptions,PaymentMethods,Search,OrderTracking,StoreLocator,Search",9,47,0,0,0,0,,Adult Browser,Europe,Organic Search,2.0.3
100098,2023-01-09,45,iOS,"ColorPicker,CustomerService,CustomerService,PaymentMethods,WishList,ReturnPolicy,OrderTracking,AddressBook,StoreLocator,Notifications,ReturnPolicy,CategoryBrowse,DeliveryOptions",1,27,0,1,1,1,2023-01-09 16:00:00,Senior Buyer,Latin America,Organic Search,2.2.1
100099,2023-04-01,26,iOS,"Promotions,AddressBook,Checkout,CategoryBrowse,OrderTracking,PaymentMethods",2,23,1,0,1,0,,Adult Browser,North America,Referral,2.4.3
100100,2023-03-03,38,iOS,"StoreLocator,SizeGuide,ProductList,CategoryBrowse,Promotions,Notifications,PaymentMethods,Account,ReturnPolicy,Search,Reviews",8,25,0,0,1,0,,Adult Browser,Europe,Email,1.4.0
100101,2023-10-24,21,Android,"Search,PaymentMethods,ProductList,AddressBook,CustomerService,Notifications,AddressBook,Account,ProductList,Account,ProductDetail",1,42,1,0,0,0,,Young Browser,Latin America,Social Media,1.4.2
100102,2023-04-29,40,iOS,"CategoryBrowse,Search,Account,WishList,PaymentMethods,ColorPicker,WishList,ShoppingCart",2,7,1,1,0,0,,Adult Browser,North America,Organic Search,2.1.5
100103,2023-02-26,43,Android,"DeliveryOptions,ReturnPolicy,ReturnPolicy,CategoryBrowse,Promotions,PaymentMethods,ShoppingCart,StoreLocator",3,32,0,0,0,1,2023-02-26 20:00:00,Adult Buyer,Asia Pacific,Social Media,2.0.4
100104,2023-10-06,56,Android,"Checkout,PaymentMethods,Search,WishList,Checkout,ColorPicker,Reviews,Checkout",6,24,1,0,0,1,2023-10-06 01:00:00,Senior Buyer,Europe,Organic Search,2.4.1
100105,2023-02-27,46,Android,"Account,ShoppingCart,PaymentMethods,ShoppingCart,CategoryBrowse,PaymentMethods,StoreLocator,Search",4,12,1,0,0,0,,Senior Browser,Asia Pacific,Email,2.4.4
100106,2023-07-01,63,iOS,"Checkout,ReturnPolicy,OrderTracking",9,31,1,0,0,1,2023-07-01 03:00:00,Senior Power User,North America,Referral,2.2.2
100107,2023-08-11,61,iOS,"Checkout,CustomerService,CustomerService,ProductList,Search,OrderTracking",5,39,1,0,1,1,2023-08-11 07:00:00,Senior Buyer,Europe,Email,2.3.9
100108,2023-03-29,23,iOS,"Notifications,DeliveryOptions,ShoppingCart",6,9,0,0,1,1,2023-03-29 14:00:00,Young Buyer,Asia Pacific,Referral,1.4.8
100109,2023-08-29,60,Android,"WishList,WishList,CategoryBrowse,Reviews,DeliveryOptions,ProductList,Search,Account,Search,StoreLocator",1,20,1,0,1,0,,Senior Browser,North America,Social Media,1.0.4
100110,2023-06-14,37,iOS,"ReturnPolicy,Account,Account,WishList,Notifications,AddressBook,AddressBook,ProductDetail,WishList,Account",8,41,0,0,1,1,2023-06-14 06:00:00,Adult Power User,Europe,Social Media,2.2.9
100111,2023-02-28,32,iOS,"StoreLocator,ProductList,ProductDetail,SizeGuide,Promotions,Account,Reviews,CategoryBrowse,ProductList,SizeGuide,WishList,ColorPicker,CategoryBrowse,AddressBook",8,40,1,0,0,1,2023-03-04 00:00:00,Adult Power User,North America,Email,2.1.3
100112,2023-05-24,45,Android,"Reviews,WishList,ColorPicker,OrderTracking,ColorPicker,WishList,CategoryBrowse,Checkout,PaymentMethods,CustomerService,CustomerService,Promotions",7,19,1,0,1,1,2023-05-24 22:00:00,Senior Buyer,Europe,Organic Search,2.1.1
100113,2023-06-19,26,iOS,"SizeGuide,Reviews,ProductList,StoreLocator,CustomerService,ColorPicker",1,22,1,0,0,0,,Adult Browser,Asia Pacific,Organic Search,2.3.3
100114,2023-10-28,43,Android,"ProductDetail,ShoppingCart,CategoryBrowse,ProductDetail,Account,CategoryBrowse,StoreLocator,Checkout,AddressBook,Promotions,AddressBook,CustomerService",5,23,1,0,0,0,,Adult Browser,North America,Organic Search,1.4.4
100115,2023-03-29,24,iOS,"AddressBook,Checkout,StoreLocator,ReturnPolicy,CustomerService",3,45,1,0,0,0,,Young Browser,Europe,Paid Search,2.1.1
100116,2023-09-14,27,Android,"ReturnPolicy,ProductList,DeliveryOptions,AddressBook,Promotions,PaymentMethods,ReturnPolicy,OrderTracking,Account,PaymentMethods,StoreLocator",7,46,1,0,0,0,,Adult Browser,Europe,Email,2.1.1
100117,2023-03-14,65,Android,"WishList,ColorPicker,ColorPicker,SizeGuide,OrderTracking,ProductList",4,26,1,0,0,1,2023-03-14 15:00:00,Senior Buyer,North America,Organic Search,2.0.2
100118,2023-08-20,29,iOS,"OrderTracking,Search,PaymentMethods,ProductDetail,Checkout,Reviews,OrderTracking,Search,Search,ShoppingCart,Promotions,StoreLocator",4,7,1,0,0,1,2023-08-21 00:00:00,Adult Buyer,North America,Paid Search,1.2.0
100119,2023-11-23,62,Android,"ProductDetail,ProductList,Promotions,Checkout,Reviews,Notifications,CustomerService,ReturnPolicy,SizeGuide,AddressBook",3,18,1,0,1,0,,Senior Browser,Asia Pacific,Social Media,2.4.3
100120,2023-09-10,58,iOS,"Account,Search,Search",5,42,0,0,1,1,2023-09-10 15:00:00,Senior Buyer,Europe,Social Media,2.3.3
100121,2023-05-18,45,Android,"ShoppingCart,Reviews,AddressBook,ColorPicker,AddressBook,StoreLocator,StoreLocator,Reviews",1,36,1,0,1,0,,Senior Browser,Asia Pacific,Social Media,1.4.6
100122,2023-11-12,28,Android,"Reviews,ProductList,SizeGuide,Checkout,WishList,Notifications,Account,Search,Account,CategoryBrowse",2,5,1,0,0,0,,Adult Browser,Europe,Organic Search,1.2.3
100123,2023-06-27,59,iOS,"AddressBook,ColorPicker,ProductList,OrderTracking,ProductList,SizeGuide,ColorPicker,OrderTracking,SizeGuide,Reviews,ProductList,StoreLocator,Reviews",8,33,0,0,0,0,,Senior Browser,North America,Social Media,1.4.7
